Carpark Code,Available Spaces,Carpark Open,Timestamp
PATRIOTICST,257,True,02-17 12:19:22
SANDST,212,True,02-17 12:19:22
PIERRD,640,True,02-17 12:19:22
CHARLESSTREET,0,True,02-17 12:24:24
GREENST,225,True,02-17 12:24:24
MINDENPL,12,True,02-17 12:24:24
PATRIOTICST,256,True,02-17 12:24:24
SANDST,211,True,02-17 12:24:24
PIERRD,641,True,02-17 12:24:24
TEST,100,True,02-17 12:24:24
LESJARDIN,338,True,02-17 12:24:24
CHARLESSTREET,0,True,02-17 12:29:26
LESJARDIN,337,True,02-17 12:29:26
GREENST,225,True,02-17 12:29:26
MINDENPL,6,True,02-17 12:29:26
PATRIOTICST,254,True,02-17 12:29:26
SANDST,214,True,02-17 12:29:26
PIERRD,641,True,02-17 12:29:26
TEST,100,True,02-17 12:29:26
CHARLESSTREET,0,True,02-17 12:34:19
GREENST,230,True,02-17 12:34:19
MINDENPL,5,True,02-17 12:34:19
PATRIOTICST,253,True,02-17 12:34:19
SANDST,210,True,02-17 12:34:19
PIERRD,639,True,02-17 12:34:19
TEST,100,True,02-17 12:34:19
LESJARDIN,344,True,02-17 12:34:19
CHARLESSTREET,0,True,02-17 12:39:20
TEST,100,True,02-17 12:39:20
LESJARDIN,348,True,02-17 12:39:20
GREENST,232,True,02-17 12:39:20
MINDENPL,7,True,02-17 12:39:20
PATRIOTICST,259,True,02-17 12:39:20
SANDST,221,True,02-17 12:39:20
PIERRD,643,True,02-17 12:39:20
CHARLESSTREET,0,True,02-17 12:44:23
GREENST,229,True,02-17 12:44:23
MINDENPL,6,True,02-17 12:44:23
PATRIOTICST,260,True,02-17 12:44:23
SANDST,220,True,02-17 12:44:23
PIERRD,646,True,02-17 12:44:23
TEST,100,True,02-17 12:44:23
LESJARDIN,344,True,02-17 12:44:23
CHARLESSTREET,0,True,02-17 12:49:25
TEST,100,True,02-17 12:49:25
GREENST,228,True,02-17 12:49:25
MINDENPL,13,True,02-17 12:49:25
PATRIOTICST,256,True,02-17 12:49:25
SANDST,223,True,02-17 12:49:25
PIERRD,652,True,02-17 12:49:25
LESJARDIN,345,True,02-17 12:49:25
CHARLESSTREET,0,True,02-17 12:54:25
GREENST,231,True,02-17 12:54:25
MINDENPL,9,True,02-17 12:54:25
PATRIOTICST,255,True,02-17 12:54:25
SANDST,229,True,02-17 12:54:25
PIERRD,651,True,02-17 12:54:25
TEST,100,True,02-17 12:54:25
LESJARDIN,342,True,02-17 12:54:25
CHARLESSTREET,0,True,02-17 12:59:28
LESJARDIN,341,True,02-17 12:59:28
GREENST,235,True,02-17 12:59:28
MINDENPL,8,True,02-17 12:59:28
PATRIOTICST,255,True,02-17 12:59:28
SANDST,230,True,02-17 12:59:28
PIERRD,652,True,02-17 12:59:28
TEST,100,True,02-17 12:59:28
CHARLESSTREET,0,True,02-17 13:04:30
GREENST,239,True,02-17 13:04:30
MINDENPL,14,True,02-17 13:04:30
PATRIOTICST,256,True,02-17 13:04:30
SANDST,232,True,02-17 13:04:30
PIERRD,654,True,02-17 13:04:30
LESJARDIN,344,True,02-17 13:04:30
TEST,100,True,02-17 13:04:30
CHARLESSTREET,0,True,02-17 13:09:43
GREENST,240,True,02-17 13:09:43
MINDENPL,9,True,02-17 13:09:43
PATRIOTICST,259,True,02-17 13:09:43
SANDST,234,True,02-17 13:09:43
PIERRD,652,True,02-17 13:09:43
TEST,100,True,02-17 13:09:43
LESJARDIN,342,True,02-17 13:09:43
CHARLESSTREET,0,True,02-17 13:14:16
GREENST,243,True,02-17 13:14:16
MINDENPL,11,True,02-17 13:14:16
PATRIOTICST,260,True,02-17 13:14:16
SANDST,240,True,02-17 13:14:16
PIERRD,651,True,02-17 13:14:16
TEST,100,True,02-17 13:14:16
LESJARDIN,341,True,02-17 13:14:16
CHARLESSTREET,0,True,02-17 13:19:19
TEST,100,True,02-17 13:19:19
LESJARDIN,340,True,02-17 13:19:19
GREENST,248,True,02-17 13:19:19
MINDENPL,7,True,02-17 13:19:19
PATRIOTICST,259,True,02-17 13:19:19
SANDST,239,True,02-17 13:19:19
PIERRD,649,True,02-17 13:19:19
CHARLESSTREET,0,True,02-17 13:24:46
GREENST,243,True,02-17 13:24:46
MINDENPL,9,True,02-17 13:24:46
PATRIOTICST,258,True,02-17 13:24:46
SANDST,236,True,02-17 13:24:46
PIERRD,649,True,02-17 13:24:46
TEST,100,True,02-17 13:24:46
LESJARDIN,342,True,02-17 13:24:46
CHARLESSTREET,0,True,02-17 13:29:30
LESJARDIN,341,True,02-17 13:29:30
GREENST,252,True,02-17 13:29:30
MINDENPL,4,True,02-17 13:29:30
PATRIOTICST,261,True,02-17 13:29:30
SANDST,238,True,02-17 13:29:30
PIERRD,647,True,02-17 13:29:30
TEST,100,True,02-17 13:29:30
CHARLESSTREET,0,True,02-17 13:34:42
GREENST,256,True,02-17 13:34:42
MINDENPL,0,True,02-17 13:34:42
PATRIOTICST,261,True,02-17 13:34:42
SANDST,237,True,02-17 13:34:42
PIERRD,647,True,02-17 13:34:42
TEST,100,True,02-17 13:34:42
LESJARDIN,335,True,02-17 13:34:42
CHARLESSTREET,0,True,02-17 13:39:46
GREENST,257,True,02-17 13:39:46
MINDENPL,0,True,02-17 13:39:46
PATRIOTICST,255,True,02-17 13:39:46
SANDST,244,True,02-17 13:39:46
PIERRD,647,True,02-17 13:39:46
TEST,100,True,02-17 13:39:46
LESJARDIN,339,True,02-17 13:39:46
CHARLESSTREET,0,True,02-17 13:44:41
GREENST,260,True,02-17 13:44:41
MINDENPL,0,True,02-17 13:44:41
PATRIOTICST,254,True,02-17 13:44:41
SANDST,245,True,02-17 13:44:41
PIERRD,646,True,02-17 13:44:41
TEST,100,True,02-17 13:44:41
LESJARDIN,335,True,02-17 13:44:41
CHARLESSTREET,0,True,02-17 13:49:43
GREENST,262,True,02-17 13:49:43
MINDENPL,0,True,02-17 13:49:43
PATRIOTICST,254,True,02-17 13:49:43
SANDST,242,True,02-17 13:49:43
PIERRD,645,True,02-17 13:49:43
TEST,100,True,02-17 13:49:43
LESJARDIN,332,True,02-17 13:49:43
CHARLESSTREET,0,True,02-17 13:54:44
GREENST,260,True,02-17 13:54:44
MINDENPL,0,True,02-17 13:54:44
PATRIOTICST,249,True,02-17 13:54:44
SANDST,241,True,02-17 13:54:44
PIERRD,647,True,02-17 13:54:44
TEST,100,True,02-17 13:54:44
LESJARDIN,331,True,02-17 13:54:44
CHARLESSTREET,0,True,02-17 13:59:55
GREENST,259,True,02-17 13:59:55
MINDENPL,0,True,02-17 13:59:55
PATRIOTICST,249,True,02-17 13:59:55
SANDST,247,True,02-17 13:59:55
PIERRD,645,True,02-17 13:59:55
LESJARDIN,327,True,02-17 13:59:55
TEST,100,True,02-17 13:59:55
CHARLESSTREET,0,True,02-17 14:04:49
GREENST,261,True,02-17 14:04:49
MINDENPL,0,True,02-17 14:04:49
PATRIOTICST,247,True,02-17 14:04:49
SANDST,245,True,02-17 14:04:49
PIERRD,645,True,02-17 14:04:49
TEST,100,True,02-17 14:04:49
LESJARDIN,324,True,02-17 14:04:49
CHARLESSTREET,0,True,02-17 14:09:41
GREENST,263,True,02-17 14:09:41
MINDENPL,0,True,02-17 14:09:41
PATRIOTICST,241,True,02-17 14:09:41
SANDST,235,True,02-17 14:09:41
PIERRD,651,True,02-17 14:09:41
TEST,100,True,02-17 14:09:41
LESJARDIN,323,True,02-17 14:09:41
CHARLESSTREET,0,True,02-17 14:14:44
GREENST,260,True,02-17 14:14:44
MINDENPL,0,True,02-17 14:14:44
PATRIOTICST,241,True,02-17 14:14:44
SANDST,235,True,02-17 14:14:44
PIERRD,649,True,02-17 14:14:44
TEST,100,True,02-17 14:14:44
LESJARDIN,325,True,02-17 14:14:44
CHARLESSTREET,0,True,02-17 14:19:44
GREENST,263,True,02-17 14:19:44
MINDENPL,3,True,02-17 14:19:44
PATRIOTICST,240,True,02-17 14:19:44
SANDST,231,True,02-17 14:19:44
PIERRD,649,True,02-17 14:19:44
TEST,100,True,02-17 14:19:44
LESJARDIN,325,True,02-17 14:19:44
CHARLESSTREET,0,True,02-17 14:24:46
GREENST,267,True,02-17 14:24:46
MINDENPL,0,True,02-17 14:24:46
PATRIOTICST,245,True,02-17 14:24:46
SANDST,235,True,02-17 14:24:46
PIERRD,650,True,02-17 14:24:46
TEST,100,True,02-17 14:24:46
LESJARDIN,320,True,02-17 14:24:46
CHARLESSTREET,0,True,02-17 14:29:50
GREENST,267,True,02-17 14:29:50
MINDENPL,0,True,02-17 14:29:50
PATRIOTICST,243,True,02-17 14:29:50
SANDST,227,True,02-17 14:29:50
PIERRD,651,True,02-17 14:29:50
TEST,100,True,02-17 14:29:50
LESJARDIN,318,True,02-17 14:29:50
CHARLESSTREET,0,True,02-17 14:34:56
GREENST,266,True,02-17 14:34:56
MINDENPL,0,True,02-17 14:34:56
PATRIOTICST,243,True,02-17 14:34:56
SANDST,222,True,02-17 14:34:56
PIERRD,652,True,02-17 14:34:56
LESJARDIN,317,True,02-17 14:34:56
TEST,100,True,02-17 14:34:56
CHARLESSTREET,0,True,02-17 14:39:58
GREENST,263,True,02-17 14:39:58
MINDENPL,3,True,02-17 14:39:58
PATRIOTICST,244,True,02-17 14:39:58
SANDST,219,True,02-17 14:39:58
PIERRD,649,True,02-17 14:39:58
LESJARDIN,317,True,02-17 14:39:58
TEST,100,True,02-17 14:39:58
CHARLESSTREET,0,True,02-17 14:45:02
GREENST,262,True,02-17 14:45:02
MINDENPL,3,True,02-17 14:45:02
PATRIOTICST,242,True,02-17 14:45:02
SANDST,229,True,02-17 14:45:02
PIERRD,651,True,02-17 14:45:02
LESJARDIN,320,True,02-17 14:45:02
TEST,100,True,02-17 14:45:02
CHARLESSTREET,0,True,02-17 14:50:08
GREENST,269,True,02-17 14:50:08
MINDENPL,5,True,02-17 14:50:08
PATRIOTICST,243,True,02-17 14:50:08
SANDST,218,True,02-17 14:50:08
PIERRD,649,True,02-17 14:50:08
TEST,100,True,02-17 14:50:08
LESJARDIN,320,True,02-17 14:50:08
CHARLESSTREET,0,True,02-17 14:54:40
GREENST,270,True,02-17 14:54:40
MINDENPL,0,True,02-17 14:54:40
PATRIOTICST,245,True,02-17 14:54:40
SANDST,212,True,02-17 14:54:40
PIERRD,644,True,02-17 14:54:40
TEST,100,True,02-17 14:54:40
LESJARDIN,324,True,02-17 14:54:40
CHARLESSTREET,0,True,02-17 14:59:53
GREENST,270,True,02-17 14:59:53
MINDENPL,9,True,02-17 14:59:53
PATRIOTICST,246,True,02-17 14:59:53
SANDST,217,True,02-17 14:59:53
PIERRD,646,True,02-17 14:59:53
LESJARDIN,330,True,02-17 14:59:53
TEST,100,True,02-17 14:59:53
CHARLESSTREET,0,True,02-17 15:04:53
GREENST,272,True,02-17 15:04:53
MINDENPL,0,True,02-17 15:04:53
PATRIOTICST,244,True,02-17 15:04:53
SANDST,216,True,02-17 15:04:53
PIERRD,644,True,02-17 15:04:53
LESJARDIN,333,True,02-17 15:04:53
TEST,100,True,02-17 15:04:53
CHARLESSTREET,0,True,02-17 15:10:06
GREENST,273,True,02-17 15:10:06
MINDENPL,0,True,02-17 15:10:06
PATRIOTICST,244,True,02-17 15:10:06
SANDST,213,True,02-17 15:10:06
PIERRD,642,True,02-17 15:10:06
TEST,100,True,02-17 15:10:06
LESJARDIN,333,True,02-17 15:10:06
CHARLESSTREET,0,True,02-17 15:15:12
GREENST,275,True,02-17 15:15:12
MINDENPL,0,True,02-17 15:15:12
PATRIOTICST,245,True,02-17 15:15:12
SANDST,217,True,02-17 15:15:12
PIERRD,646,True,02-17 15:15:12
TEST,100,True,02-17 15:15:12
LESJARDIN,337,True,02-17 15:15:12
CHARLESSTREET,0,True,02-17 15:20:05
GREENST,277,True,02-17 15:20:05
MINDENPL,8,True,02-17 15:20:05
PATRIOTICST,246,True,02-17 15:20:05
SANDST,219,True,02-17 15:20:05
PIERRD,644,True,02-17 15:20:05
LESJARDIN,336,True,02-17 15:20:05
TEST,100,True,02-17 15:20:05
CHARLESSTREET,0,True,02-17 15:25:08
GREENST,279,True,02-17 15:25:08
MINDENPL,9,True,02-17 15:25:08
PATRIOTICST,248,True,02-17 15:25:08
SANDST,218,True,02-17 15:25:08
PIERRD,648,True,02-17 15:25:08
TEST,100,True,02-17 15:25:08
LESJARDIN,340,True,02-17 15:25:08
CHARLESSTREET,0,True,02-17 15:30:11
GREENST,279,True,02-17 15:30:11
MINDENPL,16,True,02-17 15:30:11
PATRIOTICST,250,True,02-17 15:30:11
SANDST,228,True,02-17 15:30:11
PIERRD,649,True,02-17 15:30:11
TEST,100,True,02-17 15:30:11
LESJARDIN,344,True,02-17 15:30:11
CHARLESSTREET,0,True,02-17 15:35:14
GREENST,280,True,02-17 15:35:14
MINDENPL,17,True,02-17 15:35:14
PATRIOTICST,249,True,02-17 15:35:14
SANDST,232,True,02-17 15:35:14
PIERRD,651,True,02-17 15:35:14
TEST,100,True,02-17 15:35:14
LESJARDIN,347,True,02-17 15:35:14
CHARLESSTREET,0,True,02-17 15:40:07
GREENST,286,True,02-17 15:40:07
MINDENPL,18,True,02-17 15:40:07
PATRIOTICST,250,True,02-17 15:40:07
SANDST,225,True,02-17 15:40:07
PIERRD,656,True,02-17 15:40:07
TEST,100,True,02-17 15:40:07
LESJARDIN,347,True,02-17 15:40:07
CHARLESSTREET,0,True,02-17 15:45:20
TEST,100,True,02-17 15:45:20
LESJARDIN,352,True,02-17 15:45:20
GREENST,289,True,02-17 15:45:20
MINDENPL,16,True,02-17 15:45:20
PATRIOTICST,259,True,02-17 15:45:20
SANDST,234,True,02-17 15:45:20
PIERRD,658,True,02-17 15:45:20
CHARLESSTREET,0,True,02-17 15:50:07
GREENST,292,True,02-17 15:50:07
MINDENPL,14,True,02-17 15:50:07
PATRIOTICST,263,True,02-17 15:50:07
SANDST,238,True,02-17 15:50:07
PIERRD,657,True,02-17 15:50:07
TEST,100,True,02-17 15:50:07
LESJARDIN,355,True,02-17 15:50:07
CHARLESSTREET,0,True,02-17 15:55:20
TEST,100,True,02-17 15:55:20
LESJARDIN,353,True,02-17 15:55:20
GREENST,292,True,02-17 15:55:20
MINDENPL,11,True,02-17 15:55:20
PATRIOTICST,262,True,02-17 15:55:20
SANDST,243,True,02-17 15:55:20
PIERRD,656,True,02-17 15:55:20
CHARLESSTREET,0,True,02-17 16:00:12
GREENST,289,True,02-17 16:00:12
MINDENPL,12,True,02-17 16:00:12
PATRIOTICST,267,True,02-17 16:00:12
SANDST,255,True,02-17 16:00:12
PIERRD,659,True,02-17 16:00:12
TEST,100,True,02-17 16:00:12
LESJARDIN,353,True,02-17 16:00:12
CHARLESSTREET,0,True,02-17 16:05:18
LESJARDIN,353,True,02-17 16:05:18
TEST,100,True,02-17 16:05:18
GREENST,290,True,02-17 16:05:18
MINDENPL,12,True,02-17 16:05:18
PATRIOTICST,265,True,02-17 16:05:18
SANDST,269,True,02-17 16:05:18
PIERRD,661,True,02-17 16:05:18
CHARLESSTREET,0,True,02-17 16:10:21
GREENST,288,True,02-17 16:10:21
MINDENPL,8,True,02-17 16:10:21
PATRIOTICST,265,True,02-17 16:10:21
SANDST,282,True,02-17 16:10:21
PIERRD,664,True,02-17 16:10:21
LESJARDIN,353,True,02-17 16:10:21
TEST,100,True,02-17 16:10:21
CHARLESSTREET,0,True,02-17 16:15:25
LESJARDIN,352,True,02-17 16:15:25
GREENST,283,True,02-17 16:15:25
MINDENPL,9,True,02-17 16:15:25
PATRIOTICST,267,True,02-17 16:15:25
SANDST,292,True,02-17 16:15:25
PIERRD,663,True,02-17 16:15:25
TEST,100,True,02-17 16:15:25
CHARLESSTREET,0,True,02-17 16:20:06
GREENST,280,True,02-17 16:20:06
MINDENPL,7,True,02-17 16:20:06
PATRIOTICST,268,True,02-17 16:20:06
SANDST,297,True,02-17 16:20:06
PIERRD,664,True,02-17 16:20:06
TEST,100,True,02-17 16:20:06
LESJARDIN,352,True,02-17 16:20:06
CHARLESSTREET,0,True,02-17 16:25:19
TEST,100,True,02-17 16:25:19
LESJARDIN,354,True,02-17 16:25:19
GREENST,286,True,02-17 16:25:19
MINDENPL,11,True,02-17 16:25:19
PATRIOTICST,270,True,02-17 16:25:19
SANDST,315,True,02-17 16:25:19
PIERRD,668,True,02-17 16:25:19
CHARLESSTREET,0,True,02-17 16:30:33
GREENST,287,True,02-17 16:30:33
MINDENPL,19,True,02-17 16:30:33
PATRIOTICST,269,True,02-17 16:30:33
SANDST,320,True,02-17 16:30:33
PIERRD,671,True,02-17 16:30:33
TEST,100,True,02-17 16:30:33
LESJARDIN,352,True,02-17 16:30:33
CHARLESSTREET,0,True,02-17 16:35:31
TEST,100,True,02-17 16:35:31
GREENST,285,True,02-17 16:35:31
MINDENPL,20,True,02-17 16:35:31
PATRIOTICST,268,True,02-17 16:35:31
SANDST,337,True,02-17 16:35:31
PIERRD,674,True,02-17 16:35:31
LESJARDIN,352,True,02-17 16:35:31
CHARLESSTREET,0,True,02-17 16:40:34
GREENST,279,True,02-17 16:40:34
MINDENPL,24,True,02-17 16:40:34
PATRIOTICST,266,True,02-17 16:40:34
SANDST,344,True,02-17 16:40:34
PIERRD,672,True,02-17 16:40:34
TEST,100,True,02-17 16:40:34
LESJARDIN,350,True,02-17 16:40:34
CHARLESSTREET,0,True,02-17 16:45:34
GREENST,274,True,02-17 16:45:34
MINDENPL,26,True,02-17 16:45:34
PATRIOTICST,265,True,02-17 16:45:34
SANDST,358,True,02-17 16:45:34
PIERRD,670,True,02-17 16:45:34
TEST,100,True,02-17 16:45:34
LESJARDIN,348,True,02-17 16:45:34
CHARLESSTREET,0,True,02-17 16:50:36
GREENST,275,True,02-17 16:50:36
MINDENPL,26,True,02-17 16:50:36
PATRIOTICST,264,True,02-17 16:50:36
SANDST,365,True,02-17 16:50:36
PIERRD,671,True,02-17 16:50:36
TEST,100,True,02-17 16:50:36
LESJARDIN,346,True,02-17 16:50:36
CHARLESSTREET,0,True,02-17 16:55:18
TEST,100,True,02-17 16:55:18
LESJARDIN,348,True,02-17 16:55:18
GREENST,281,True,02-17 16:55:18
MINDENPL,22,True,02-17 16:55:18
PATRIOTICST,261,True,02-17 16:55:18
SANDST,373,True,02-17 16:55:18
PIERRD,672,True,02-17 16:55:18
CHARLESSTREET,0,True,02-17 17:00:39
GREENST,283,True,02-17 17:00:39
MINDENPL,27,True,02-17 17:00:39
PATRIOTICST,258,True,02-17 17:00:39
SANDST,377,True,02-17 17:00:39
PIERRD,670,True,02-17 17:00:39
TEST,100,True,02-17 17:00:39
LESJARDIN,346,True,02-17 17:00:39
CHARLESSTREET,0,True,02-17 17:05:31
TEST,100,True,02-17 17:05:31
GREENST,280,True,02-17 17:05:31
MINDENPL,31,True,02-17 17:05:31
PATRIOTICST,254,True,02-17 17:05:31
SANDST,372,True,02-17 17:05:31
PIERRD,670,True,02-17 17:05:31
LESJARDIN,347,True,02-17 17:05:31
CHARLESSTREET,0,True,02-17 17:10:34
GREENST,274,True,02-17 17:10:34
MINDENPL,35,True,02-17 17:10:34
PATRIOTICST,253,True,02-17 17:10:34
SANDST,370,True,02-17 17:10:34
PIERRD,674,True,02-17 17:10:34
TEST,100,True,02-17 17:10:34
LESJARDIN,345,True,02-17 17:10:34
CHARLESSTREET,0,True,02-17 17:15:37
GREENST,272,True,02-17 17:15:37
MINDENPL,36,True,02-17 17:15:37
PATRIOTICST,248,True,02-17 17:15:37
SANDST,372,True,02-17 17:15:37
PIERRD,670,True,02-17 17:15:37
TEST,100,True,02-17 17:15:37
LESJARDIN,344,True,02-17 17:15:37
CHARLESSTREET,0,True,02-17 17:20:40
GREENST,269,True,02-17 17:20:40
MINDENPL,34,True,02-17 17:20:40
PATRIOTICST,249,True,02-17 17:20:40
SANDST,372,True,02-17 17:20:40
PIERRD,671,True,02-17 17:20:40
TEST,100,True,02-17 17:20:40
LESJARDIN,343,True,02-17 17:20:40
CHARLESSTREET,0,True,02-17 17:25:31
GREENST,261,True,02-17 17:25:31
MINDENPL,28,True,02-17 17:25:31
PATRIOTICST,249,True,02-17 17:25:31
SANDST,379,True,02-17 17:25:31
PIERRD,674,True,02-17 17:25:31
TEST,100,True,02-17 17:25:31
LESJARDIN,348,True,02-17 17:25:31
CHARLESSTREET,0,True,02-17 17:30:34
GREENST,255,True,02-17 17:30:34
MINDENPL,33,True,02-17 17:30:34
PATRIOTICST,251,True,02-17 17:30:34
SANDST,381,True,02-17 17:30:34
PIERRD,674,True,02-17 17:30:34
TEST,100,True,02-17 17:30:34
LESJARDIN,350,True,02-17 17:30:34
CHARLESSTREET,0,True,02-17 17:35:45
GREENST,250,True,02-17 17:35:45
MINDENPL,31,True,02-17 17:35:45
PATRIOTICST,250,True,02-17 17:35:45
SANDST,382,True,02-17 17:35:45
PIERRD,674,True,02-17 17:35:45
LESJARDIN,348,True,02-17 17:35:45
TEST,100,True,02-17 17:35:45
CHARLESSTREET,0,True,02-17 17:40:48
GREENST,245,True,02-17 17:40:48
MINDENPL,29,True,02-17 17:40:48
PATRIOTICST,247,True,02-17 17:40:48
SANDST,386,True,02-17 17:40:48
PIERRD,674,True,02-17 17:40:48
LESJARDIN,344,True,02-17 17:40:48
TEST,100,True,02-17 17:40:48
CHARLESSTREET,0,True,02-17 17:45:51
GREENST,231,True,02-17 17:45:51
MINDENPL,21,True,02-17 17:45:51
PATRIOTICST,239,True,02-17 17:45:51
SANDST,388,True,02-17 17:45:51
PIERRD,672,True,02-17 17:45:51
LESJARDIN,343,True,02-17 17:45:51
TEST,100,True,02-17 17:45:51
CHARLESSTREET,0,True,02-17 17:50:55
GREENST,219,True,02-17 17:50:55
MINDENPL,21,True,02-17 17:50:55
PATRIOTICST,241,True,02-17 17:50:55
SANDST,385,True,02-17 17:50:55
PIERRD,669,True,02-17 17:50:55
LESJARDIN,343,True,02-17 17:50:55
TEST,100,True,02-17 17:50:55
CHARLESSTREET,0,True,02-17 17:55:33
GREENST,198,True,02-17 17:55:33
MINDENPL,20,True,02-17 17:55:33
PATRIOTICST,235,True,02-17 17:55:33
SANDST,383,True,02-17 17:55:33
PIERRD,668,True,02-17 17:55:33
TEST,100,True,02-17 17:55:33
LESJARDIN,347,True,02-17 17:55:33
CHARLESSTREET,0,True,02-17 18:00:34
GREENST,181,True,02-17 18:00:34
MINDENPL,10,True,02-17 18:00:34
PATRIOTICST,235,True,02-17 18:00:34
SANDST,383,True,02-17 18:00:34
PIERRD,666,True,02-17 18:00:34
TEST,100,True,02-17 18:00:34
LESJARDIN,347,True,02-17 18:00:34
CHARLESSTREET,0,True,02-17 18:05:59
GREENST,148,True,02-17 18:05:59
MINDENPL,13,True,02-17 18:05:59
PATRIOTICST,233,True,02-17 18:05:59
SANDST,384,True,02-17 18:05:59
PIERRD,664,True,02-17 18:05:59
TEST,100,True,02-17 18:05:59
LESJARDIN,348,True,02-17 18:05:59
CHARLESSTREET,0,True,02-17 18:10:55
GREENST,133,True,02-17 18:10:55
MINDENPL,11,True,02-17 18:10:55
PATRIOTICST,233,True,02-17 18:10:55
SANDST,377,True,02-17 18:10:55
PIERRD,665,True,02-17 18:10:55
TEST,100,True,02-17 18:10:55
LESJARDIN,351,True,02-17 18:10:55
CHARLESSTREET,0,True,02-17 18:15:58
GREENST,105,True,02-17 18:15:58
MINDENPL,12,True,02-17 18:15:58
PATRIOTICST,233,True,02-17 18:15:58
SANDST,374,True,02-17 18:15:58
PIERRD,668,True,02-17 18:15:58
TEST,100,True,02-17 18:15:58
LESJARDIN,355,True,02-17 18:15:58
CHARLESSTREET,0,True,02-17 18:21:00
GREENST,88,True,02-17 18:21:00
MINDENPL,4,True,02-17 18:21:00
PATRIOTICST,233,True,02-17 18:21:00
SANDST,376,True,02-17 18:21:00
PIERRD,664,True,02-17 18:21:00
TEST,100,True,02-17 18:21:00
LESJARDIN,356,True,02-17 18:21:00
CHARLESSTREET,0,True,02-17 18:26:02
GREENST,65,True,02-17 18:26:02
MINDENPL,0,True,02-17 18:26:02
PATRIOTICST,231,True,02-17 18:26:02
SANDST,372,True,02-17 18:26:02
PIERRD,658,True,02-17 18:26:02
TEST,100,True,02-17 18:26:02
LESJARDIN,357,True,02-17 18:26:02
CHARLESSTREET,0,True,02-17 18:31:05
GREENST,45,True,02-17 18:31:05
MINDENPL,0,True,02-17 18:31:05
PATRIOTICST,229,True,02-17 18:31:05
SANDST,372,True,02-17 18:31:05
PIERRD,657,True,02-17 18:31:05
TEST,100,True,02-17 18:31:05
LESJARDIN,357,True,02-17 18:31:05
CHARLESSTREET,0,True,02-17 18:36:09
GREENST,29,True,02-17 18:36:09
MINDENPL,0,True,02-17 18:36:09
PATRIOTICST,230,True,02-17 18:36:09
SANDST,371,True,02-17 18:36:09
PIERRD,653,True,02-17 18:36:09
LESJARDIN,356,True,02-17 18:36:09
TEST,100,True,02-17 18:36:09
CHARLESSTREET,0,True,02-17 18:40:11
GREENST,22,True,02-17 18:40:11
MINDENPL,3,True,02-17 18:40:11
PATRIOTICST,228,True,02-17 18:40:11
SANDST,369,True,02-17 18:40:11
PIERRD,654,True,02-17 18:40:11
TEST,100,True,02-17 18:40:11
LESJARDIN,357,True,02-17 18:40:11
CHARLESSTREET,0,True,02-17 18:45:59
GREENST,8,True,02-17 18:45:59
MINDENPL,0,True,02-17 18:45:59
PATRIOTICST,228,True,02-17 18:45:59
SANDST,367,True,02-17 18:45:59
PIERRD,653,True,02-17 18:45:59
TEST,100,True,02-17 18:45:59
LESJARDIN,362,True,02-17 18:45:59
CHARLESSTREET,0,True,02-17 18:51:02
GREENST,9,True,02-17 18:51:02
MINDENPL,0,True,02-17 18:51:02
PATRIOTICST,228,True,02-17 18:51:02
SANDST,363,True,02-17 18:51:02
PIERRD,653,True,02-17 18:51:02
TEST,100,True,02-17 18:51:02
LESJARDIN,361,True,02-17 18:51:02
CHARLESSTREET,0,True,02-17 18:56:06
GREENST,2,True,02-17 18:56:06
MINDENPL,0,True,02-17 18:56:06
PATRIOTICST,227,True,02-17 18:56:06
SANDST,360,True,02-17 18:56:06
PIERRD,651,True,02-17 18:56:06
TEST,100,True,02-17 18:56:06
LESJARDIN,355,True,02-17 18:56:06
CHARLESSTREET,0,True,02-17 19:00:58
GREENST,7,True,02-17 19:00:58
MINDENPL,0,True,02-17 19:00:58
PATRIOTICST,229,True,02-17 19:00:58
SANDST,358,True,02-17 19:00:58
PIERRD,649,True,02-17 19:00:58
TEST,100,True,02-17 19:00:58
LESJARDIN,353,True,02-17 19:00:58
CHARLESSTREET,0,True,02-17 19:06:08
GREENST,5,True,02-17 19:06:08
MINDENPL,0,True,02-17 19:06:08
PATRIOTICST,224,True,02-17 19:06:08
SANDST,354,True,02-17 19:06:08
PIERRD,645,True,02-17 19:06:08
LESJARDIN,351,True,02-17 19:06:08
TEST,100,True,02-17 19:06:08
CHARLESSTREET,0,True,02-17 19:11:13
GREENST,7,True,02-17 19:11:13
MINDENPL,0,True,02-17 19:11:13
PATRIOTICST,223,True,02-17 19:11:13
SANDST,349,True,02-17 19:11:13
PIERRD,644,True,02-17 19:11:13
LESJARDIN,350,True,02-17 19:11:13
TEST,100,True,02-17 19:11:13
CHARLESSTREET,0,True,02-17 19:16:21
GREENST,5,True,02-17 19:16:21
MINDENPL,0,True,02-17 19:16:21
PATRIOTICST,222,True,02-17 19:16:21
SANDST,347,True,02-17 19:16:21
PIERRD,643,True,02-17 19:16:21
TEST,100,True,02-17 19:16:21
LESJARDIN,351,True,02-17 19:16:21
CHARLESSTREET,0,True,02-17 19:21:17
LESJARDIN,354,True,02-17 19:21:17
TEST,100,True,02-17 19:21:17
GREENST,16,True,02-17 19:21:17
MINDENPL,0,True,02-17 19:21:17
PATRIOTICST,221,True,02-17 19:21:17
